fips,stname,Ctyname,cases_2018,ststatus,pop_2018,pct_uninsured,incidence_2018,active_months_10c,mean_annual_temp_c
42111,Pennsylvania,Somerset County,58,High Incidenc,73952,8.1,78.42925140631762,6,9.31
42113,Pennsylvania,Sullivan County,12,High Incidenc,6071,8.5,197.66101136550816,5,7.82
42115,Pennsylvania,Susquehanna County,74,High Incidenc,40589,7.6,182.3154056517776,5,8.29
42117,Pennsylvania,Tioga County,61,High Incidenc,40763,7,149.64551186124672,5,8.04
42119,Pennsylvania,Union County,48,High Incidenc,44785,7.8,107.1787428826616,6,10.09
42121,Pennsylvania,Venango County,153,High Incidenc,51266,7,298.44341278820275,6,9.35
42123,Pennsylvania,Warren County,53,High Incidenc,39498,5.9,134.18400931692744,5,8.61
42125,Pennsylvania,Washington County,207,High Incidenc,207346,4.7,99.83312916574228,6,10.99
42127,Pennsylvania,Wayne County,86,High Incidenc,51276,7.5,167.71979093533037,5,8.2
42129,Pennsylvania,Westmoreland County,496,High Incidenc,350611,4.8,141.4673241854933,6,10.63
42131,Pennsylvania,Wyoming County,50,High Incidenc,27046,6,184.87022110478443,6,8.93
42133,Pennsylvania,York County,448,High Incidenc,448273,6.5,99.93909961117444,6,11.76
44001,Rhode Island,Bristol County,86,High Incidenc,48649,3,176.77650105860346,6,11.39
44003,Rhode Island,Kent County,161,High Incidenc,163861,3.4,98.25400797016984,6,10.85
44005,Rhode Island,Newport County,143,High Incidenc,82542,3.6,173.24513580964842,6,11.24
44007,Rhode Island,Providence County,441,High Incidenc,636084,5.7,69.3304657875375,6,10.55
44009,Rhode Island,Washington County,280,High Incidenc,126179,3.2,221.90697342663992,6,11.12
50001,Vermont,Addison County,31,High Incidenc,36973,4.7,83.84496794958483,5,6.84
50003,Vermont,Bennington County,79,High Incidenc,35631,5.5,221.71704414695068,5,6.73
50005,Vermont,Caledonia County,10,High Incidenc,30302,5.2,33.0011220381493,5,5.24
50007,Vermont,Chittenden County,95,High Incidenc,164572,4.3,57.72549400870136,5,7.21
50009,Vermont,Essex County,1,High Incidenc,6250,6,16,5,4.9
50011,Vermont,Franklin County,22,High Incidenc,49421,4.6,44.51548936686834,5,6.69
50013,Vermont,Grand Isle County,11,High Incidenc,7090,4.8,155.14809590973204,5,7.59
50015,Vermont,Lamoille County,6,High Incidenc,25300,5.4,23.715415019762844,5,5.42
50017,Vermont,Orange County,16,High Incidenc,28999,5.1,55.17431635573641,5,6.19
50019,Vermont,Orleans County,1,High Incidenc,26907,5.7,3.7165049986992233,5,5.25
50021,Vermont,Rutland County,110,High Incidenc,58672,5,187.4829560949005,5,6.56
50023,Vermont,Washington County,36,High Incidenc,58140,4.4,61.91950464396285,5,5.57
50025,Vermont,Windham County,78,High Incidenc,42756,5.1,182.43053606511367,5,7.2
50027,Vermont,Windsor County,79,High Incidenc,55286,5.4,142.89331838078357,5,6.69
51001,Virginia,Accomack County,1,High Incidenc,32412,17,3.085277057879798,7,15.05
51003,Virginia,Albemarle County,22,High Incidenc,108718,9.7,20.23583951139646,7,13.63
51005,Virginia,Alleghany County,5,High Incidenc,14910,10.4,33.5345405767941,6,11.93
51007,Virginia,Amelia County,2,High Incidenc,13013,13.6,15.369246138476909,7,14.66
51009,Virginia,Amherst County,2,High Incidenc,31666,12.1,6.315922440472431,7,13.31
51011,Virginia,Appomattox County,0,High Incidenc,15841,11.8,0,7,13.88
51013,Virginia,Arlington County,10,High Incidenc,237521,6.7,4.210154049536673,7,13.96
51015,Virginia,Augusta County,39,High Incidenc,75457,10.4,51.68506566653856,6,11.9
51017,Virginia,Bath County,2,High Incidenc,4292,12.6,46.59832246039142,6,11.59
51019,Virginia,Bedford County,5,High Incidenc,78747,10.3,6.349448232948557,7,13.71
51021,Virginia,Bland County,1,High Incidenc,6293,9.2,15.89067217543302,6,11.2
51023,Virginia,Botetourt County,3,High Incidenc,33277,8.1,9.015235748414822,7,12.89
51025,Virginia,Brunswick County,0,High Incidenc,16384,12.7,0,7,15.36
51027,Virginia,Buchanan County,0,High Incidenc,21221,12.9,0,7,12.91
51029,Virginia,Buckingham County,1,High Incidenc,16999,14,5.882698982293076,7,14.07
51031,Virginia,Campbell County,2,High Incidenc,54973,11.7,3.638149637094574,7,13.98
51033,Virginia,Caroline County,4,High Incidenc,30772,11.3,12.998830105290525,7,14.23
51035,Virginia,Carroll County,44,High Incidenc,29636,13.1,148.46807936293698,6,12
51036,Virginia,Charles City County,1,High Incidenc,6941,15.2,14.407145944388418,7,15.55
51037,Virginia,Charlotte County,1,High Incidenc,11938,14.8,8.376612497905848,7,14.32
51041,Virginia,Chesterfield County,6,High Incidenc,348556,9.8,1.7213876679787463,7,14.85
51043,Virginia,Clarke County,11,High Incidenc,14523,10.6,75.7419265991875,7,12.65
51045,Virginia,Craig County,1,High Incidenc,5064,8.9,19.747235387045812,6,11.76
51047,Virginia,Culpeper County,23,High Incidenc,51859,12.5,44.35102875103646,7,13.6
51049,Virginia,Cumberland County,0,High Incidenc,9809,12.4,0,7,14.32
51051,Virginia,Dickenson County,0,High Incidenc,14523,11.6,0,6,12.68
51053,Virginia,Dinwiddie County,0,High Incidenc,28529,11.2,0,7,15.16
51057,Virginia,Essex County,0,High Incidenc,10919,12,0,7,14.77
51059,Virginia,Fairfax County,118,High Incidenc,1150795,8.8,10.253781081773903,7,13.73
51061,Virginia,Fauquier County,38,High Incidenc,70675,10.1,53.767244428723025,7,13.14
51063,Virginia,Floyd County,34,High Incidenc,15795,13.7,215.2579930357708,6,11.39
51065,Virginia,Fluvanna County,1,High Incidenc,26783,10.7,3.7337116827838552,7,13.99
51067,Virginia,Franklin County,3,High Incidenc,56195,11.8,5.33855325206869,7,13.8
51069,Virginia,Frederick County,38,High Incidenc,88355,10.5,43.00831871427763,6,12.22
51071,Virginia,Giles County,16,High Incidenc,16844,9.9,94.9893137022085,6,11.56
51073,Virginia,Gloucester County,0,High Incidenc,37349,10.3,0,7,15.53
51075,Virginia,Goochland County,0,High Incidenc,23244,7.5,0,7,14.12
51077,Virginia,Grayson County,23,High Incidenc,15631,12.9,147.14349689719148,6,10.99
51079,Virginia,Greene County,9,High Incidenc,19779,12.5,45.50280600637039,7,13.05
51081,Virginia,Greensville County,0,High Incidenc,11627,10.7,0,8,15.68
51083,Virginia,Halifax County,0,High Incidenc,34120,11.3,0,7,14.62
51085,Virginia,Hanover County,0,High Incidenc,107239,7.3,0,7,14.39
51087,Virginia,Henrico County,7,High Incidenc,329261,10,2.125973012291161,7,14.85
51089,Virginia,Henry County,4,High Incidenc,50953,14.1,7.850371911369301,7,14.34
51091,Virginia,Highland County,0,High Incidenc,2210,17.2,0,6,10.08
51093,Virginia,Isle of Wight County,0,High Incidenc,36953,9,0,7,15.92
51095,Virginia,James City County,1,High Incidenc,76397,7.9,1.3089519221958978,7,15.68
51097,Virginia,King and Queen County,0,High Incidenc,7042,14.2,0,7,14.91
51099,Virginia,King George County,2,High Incidenc,26575,7.4,7.525870178739416,7,14.48
51101,Virginia,King William County,0,High Incidenc,16939,9.7,0,7,14.83
51103,Virginia,Lancaster County,0,High Incidenc,10783,13,0,7,15.01
51105,Virginia,Lee County,0,High Incidenc,23541,12.3,0,7,13.07
51107,Virginia,Loudoun County,136,High Incidenc,406850,6.9,33.42755315226742,7,13.02
51109,Virginia,Louisa County,7,High Incidenc,36778,12.9,19.03311762466692,7,13.84
51111,Virginia,Lunenburg County,1,High Incidenc,12086,15.6,8.274036074797285,7,14.73
51113,Virginia,Madison County,4,High Incidenc,13295,12.3,30.08649868371568,7,12.92
51115,Virginia,Mathews County,0,High Incidenc,8802,9.6,0,7,15.5
51117,Virginia,Mecklenburg County,3,High Incidenc,30650,11.5,9.787928221859708,7,15.02
51119,Virginia,Middlesex County,0,High Incidenc,10769,11.1,0,7,15.17
51121,Virginia,Montgomery County,53,High Incidenc,98985,10.4,53.54346618174471,6,12.21
51125,Virginia,Nelson County,8,High Incidenc,14836,13.1,53.92289026691831,7,13.04
51127,Virginia,New Kent County,1,High Incidenc,22391,9,4.466080121477379,7,15.15
51131,Virginia,Northampton County,1,High Incidenc,11735,14.6,8.521516829995738,7,15.5
51133,Virginia,Northumberland County,0,High Incidenc,12147,12.5,0,7,14.81
51135,Virginia,Nottoway County,0,High Incidenc,15420,14.4,0,7,14.79
51137,Virginia,Orange County,5,High Incidenc,36644,11.2,13.644798602772624,7,13.69
51139,Virginia,Page County,10,High Incidenc,23933,12.7,41.783311745288934,6,12.11
51141,Virginia,Patrick County,3,High Incidenc,17673,13.4,16.975046681378373,7,13.3
51143,Virginia,Pittsylvania County,0,High Incidenc,60949,12.4,0,7,14.33
51145,Virginia,Powhatan County,1,High Incidenc,29189,9.6,3.4259481311452946,7,14.35
51147,Virginia,Prince Edward County,2,High Incidenc,22950,12.7,8.714596949891067,7,14.38
51149,Virginia,Prince George County,2,High Incidenc,38082,8.7,5.251825009190694,7,15.54
51153,Virginia,Prince William County,39,High Incidenc,468011,11.7,8.333137468991113,7,13.76
51155,Virginia,Pulaski County,22,High Incidenc,34066,9.6,64.58052016673516,6,12.22
51157,Virginia,Rappahannock County,4,High Incidenc,7252,13.3,55.15719801434088,7,12.62
51159,Virginia,Richmond County,0,High Incidenc,9038,12.7,0,7,14.83
51161,Virginia,Roanoke County,23,High Incidenc,94073,8.3,24.449098040883143,7,13.01
51163,Virginia,Rockbridge County,14,High Incidenc,22752,11.5,61.533052039381154,7,12.66
51165,Virginia,Rockingham County,27,High Incidenc,81244,12.3,33.233223376495495,6,12.02
51167,Virginia,Russell County,0,High Incidenc,26748,10.7,0,6,12.66
51169,Virginia,Scott County,0,High Incidenc,21534,10.7,0,7,13.44
51171,Virginia,Shenandoah County,12,High Incidenc,43497,12,27.588109524794817,6,12.22
51173,Virginia,Smyth County,5,High Incidenc,30472,11.3,16.40850616959832,6,11.75
51175,Virginia,Southampton County,0,High Incidenc,17586,10.6,0,7,15.68
51177,Virginia,Spotsylvania County,4,High Incidenc,134238,10.2,2.979782177922794,7,13.65
51179,Virginia,Stafford County,12,High Incidenc,149960,7.8,8.002133902373966,7,13.81
51181,Virginia,Surry County,1,High Incidenc,6474,10.1,15.446400988569664,7,15.8
51183,Virginia,Sussex County,0,High Incidenc,11237,13.4,0,7,15.62
51185,Virginia,Tazewell County,3,High Incidenc,40855,11.6,7.343042467262269,6,11.36
51187,Virginia,Warren County,23,High Incidenc,40003,11.9,57.49568782341324,6,12.41
51191,Virginia,Washington County,0,High Incidenc,54402,11.5,0,6,13.06
51193,Virginia,Westmoreland County,0,High Incidenc,17830,12.5,0,7,14.75
51195,Virginia,Wise County,0,High Incidenc,38012,11.9,0,6,11.98
51197,Virginia,Wythe County,29,High Incidenc,28754,11.5,100.85553314321486,6,11.81
51199,Virginia,York County,0,High Incidenc,67846,7.4,0,7,15.92
51510,Virginia,Alexandria city,16,High Incidenc,160530,11.4,9.966984364293278,7,14.28
51515,Virginia,Bedford city,0,High Incidenc,NA,NA,NA,NA,NA
51520,Virginia,Bristol city,0,High Incidenc,16482,10.4,0,7,13.86
51530,Virginia,Buena Vista city,1,High Incidenc,6237,9.8,16.0333493666827,7,13.38
51540,Virginia,Charlottesville city,14,High Incidenc,48117,10.4,29.09574578631253,7,13.91
51550,Virginia,Chesapeake city,6,High Incidenc,242634,8,2.4728603575756076,9,16.22
51570,Virginia,Colonial Heights city,0,High Incidenc,17833,10,0,7,15.24
51580,Virginia,Covington city,1,High Incidenc,5460,10.5,18.31501831501831,7,12.75
51590,Virginia,Danville city,0,High Incidenc,40693,11.2,0,7,14.74
51595,Virginia,Emporia city,1,High Incidenc,5121,10.1,19.527436047646944,8,15.72
51600,Virginia,Fairfax city,0,High Incidenc,24574,9.4,0,7,13.52
51610,Virginia,Falls Church city,1,High Incidenc,14772,4,6.769564040075819,7,13.56
51620,Virginia,Franklin city,0,High Incidenc,8013,8.9,0,7,15.68
51630,Virginia,Fredericksburg city,1,High Incidenc,29144,11.5,3.4312379906670323,7,13.69
51640,Virginia,Galax city,28,High Incidenc,6423,15.1,435.9333644714308,6,12
51650,Virginia,Hampton city,0,High Incidenc,134313,9.1,0,8,16.38
51660,Virginia,Harrisonburg city,6,High Incidenc,54033,14.6,11.104325134639945,7,12.63
51670,Virginia,Hopewell city,1,High Incidenc,22596,11.8,4.4255620463798895,7,15.4
51678,Virginia,Lexington city,1,High Incidenc,7136,8.5,14.013452914798206,NA,NA
51680,Virginia,Lynchburg city,5,High Incidenc,82126,10.7,6.088205927477292,7,13.88
51683,Virginia,Manassas city,4,High Incidenc,41641,15.9,9.605917245022937,7,13.72
51685,Virginia,Manassas Park city,2,High Incidenc,17307,16.1,11.556017796267406,7,13.71
51690,Virginia,Martinsville city,0,High Incidenc,12902,10.4,0,7,14.34
51700,Virginia,Newport News city,2,High Incidenc,178626,10.8,1.1196578325663678,8,16.22
51710,Virginia,Norfolk city,3,High Incidenc,244076,12.6,1.2291253543978105,9,16.68
51720,Virginia,Norton city,0,High Incidenc,3968,9.5,0,6,11.99
51730,Virginia,Petersburg city,0,High Incidenc,31567,11.8,0,7,15.3
51735,Virginia,Poquoson city,0,High Incidenc,12190,5.8,0,8,16.29
51740,Virginia,Portsmouth city,0,High Incidenc,94632,10.3,0,9,16.62
51750,Virginia,Radford city,11,High Incidenc,18339,8.5,59.98146027591471,6,12.38
51760,Virginia,Richmond city,3,High Incidenc,228783,13.3,1.3112862406734769,7,14.79
51770,Virginia,Roanoke city,17,High Incidenc,99920,13,17.013610888710968,7,13.86
51775,Virginia,Salem city,3,High Incidenc,25643,7.7,11.69909916936396,7,13.79
51790,Virginia,Staunton city,19,High Incidenc,24922,9.8,76.23786212984511,6,12.44
51800,Virginia,Suffolk city,0,High Incidenc,91185,8.7,0,9,15.89
51810,Virginia,Virginia Beach city,8,High Incidenc,450189,9.4,1.7770314245794545,9,16.37
51820,Virginia,Waynesboro city,8,High Incidenc,22628,12.2,35.3544281421248,7,12.63
51830,Virginia,Williamsburg city,0,High Incidenc,14896,10.1,0,7,15.69
51840,Virginia,Winchester city,8,High Incidenc,28108,14.2,28.461647929415115,7,12.49
54001,West Virginia,Barbour County,23,High Incidenc,16535,8.4,139.09888116117327,6,11.79
54003,West Virginia,Berkeley County,46,High Incidenc,117123,7.6,39.27495026595972,6,12.36
54005,West Virginia,Boone County,1,High Incidenc,21951,7.6,4.555601111566671,7,13.18
54007,West Virginia,Braxton County,4,High Incidenc,14089,8.8,28.390943289090774,6,12.81
54009,West Virginia,Brooke County,16,High Incidenc,22203,5.8,72.0623339188398,6,11.07
54011,West Virginia,Cabell County,1,High Incidenc,93224,7.7,1.0726851454561055,7,13.56
54013,West Virginia,Calhoun County,1,High Incidenc,7254,8.8,13.7854976564654,6,12.57
54015,West Virginia,Clay County,1,High Incidenc,8632,8.2,11.584800741427248,6,12.86
54017,West Virginia,Doddridge County,0,High Incidenc,8406,7.6,0,6,12.25
54019,West Virginia,Fayette County,5,High Incidenc,43018,8.3,11.6230415175043,6,11.73
54021,West Virginia,Gilmer County,0,High Incidenc,8026,7.6,0,6,12.7
54023,West Virginia,Grant County,6,High Incidenc,11626,8.4,51.60846378806124,6,10.87
54025,West Virginia,Greenbrier County,23,High Incidenc,34786,9.4,66.1185534410395,6,10.56
54027,West Virginia,Hampshire County,28,High Incidenc,23347,10.3,119.92975542896303,6,11.66
54029,West Virginia,Hancock County,78,High Incidenc,29094,7.7,268.0965147453083,6,10.54
54031,West Virginia,Hardy County,8,High Incidenc,13775,9.4,58.076225045372055,6,11.34
54033,West Virginia,Harrison County,16,High Incidenc,67554,8.2,23.684755898984516,6,12.34
54035,West Virginia,Jackson County,0,High Incidenc,28706,7.1,0,6,12.92
54037,West Virginia,Jefferson County,19,High Incidenc,56811,6.4,33.44422735033709,7,12.63
54039,West Virginia,Kanawha County,9,High Incidenc,180454,8.1,4.987420616888515,7,13.27
54041,West Virginia,Lewis County,7,High Incidenc,16024,7.3,43.6844732900649,6,12.76
54043,West Virginia,Lincoln County,0,High Incidenc,20599,8.2,0,7,13.79
54045,West Virginia,Logan County,0,High Incidenc,32607,8.2,0,7,13.54
54047,West Virginia,McDowell County,0,High Incidenc,18223,11,0,6,12.5
54049,West Virginia,Marion County,13,High Incidenc,56097,7.2,23.17414478492611,6,11.84
54051,West Virginia,Marshall County,16,High Incidenc,30785,6.9,51.9733636511288,6,11.44
54053,West Virginia,Mason County,1,High Incidenc,26718,7.1,3.742795119395164,6,12.79
54055,West Virginia,Mercer County,11,High Incidenc,59131,8.9,18.60276335593851,6,11.22
54057,West Virginia,Mineral County,17,High Incidenc,26940,6.6,63.103192279138824,6,11.57
54059,West Virginia,Mingo County,0,High Incidenc,23785,9.2,0,7,13.85
54061,West Virginia,Monongalia County,30,High Incidenc,106420,7.4,28.190189813944745,6,11.4
54063,West Virginia,Monroe County,17,High Incidenc,13280,10.1,128.0120481927711,6,11.61
54065,West Virginia,Morgan County,19,High Incidenc,17787,8.5,106.81958733906788,6,11.97
54067,West Virginia,Nicholas County,4,High Incidenc,24842,7.8,16.101763143064165,6,11.48
54069,West Virginia,Ohio County,18,High Incidenc,41755,6,43.10860974733565,6,11.24
54071,West Virginia,Pendleton County,2,High Incidenc,6997,9.6,28.583678719451193,6,10.58
54073,West Virginia,Pleasants County,3,High Incidenc,7507,5.8,39.962701478619955,6,12.29
54075,West Virginia,Pocahontas County,10,High Incidenc,8414,8.2,118.84953648680772,6,9.08
54077,West Virginia,Preston County,6,High Incidenc,33839,8.2,17.731020420225185,6,10.2
54079,West Virginia,Putnam County,0,High Incidenc,56682,5.7,0,7,13.43
54081,West Virginia,Raleigh County,2,High Incidenc,74254,7.4,2.6934575915102217,6,11.57
54083,West Virginia,Randolph County,4,High Incidenc,28823,8.6,13.877805918884224,6,9.69
54085,West Virginia,Ritchie County,0,High Incidenc,9721,8.9,0,6,12.38
54087,West Virginia,Roane County,1,High Incidenc,13932,9.2,7.17772035601493,6,12.75
54089,West Virginia,Summers County,0,High Incidenc,12760,8.1,0,6,11.91
54091,West Virginia,Taylor County,7,High Incidenc,16862,6.9,41.513462222749375,6,11.94
54093,West Virginia,Tucker County,4,High Incidenc,6955,7.9,57.51258087706686,6,9.63
54095,West Virginia,Tyler County,0,High Incidenc,8746,6.5,0,6,12.12
54097,West Virginia,Upshur County,32,High Incidenc,24415,8.3,131.0669670284661,6,12.06
54099,West Virginia,Wayne County,2,High Incidenc,39944,8.9,5.007009813739235,7,13.78
54101,West Virginia,Webster County,4,High Incidenc,8285,7.7,48.28002414001207,6,10.67
54103,West Virginia,Wetzel County,6,High Incidenc,15270,8,39.29273084479371,6,11.69
54105,West Virginia,Wirt County,0,High Incidenc,5830,7.6,0,6,12.55
54107,West Virginia,Wood County,2,High Incidenc,84203,7.4,2.375212284597936,6,12.63
54109,West Virginia,Wyoming County,0,High Incidenc,20786,8.6,0,6,12.4
55001,Wisconsin,Adams County,6,High Incidenc,20348,8.5,29.486927462158445,5,7.19
55003,Wisconsin,Ashland County,2,High Incidenc,15600,8.2,12.82051282051282,5,4.19
55005,Wisconsin,Barron County,11,High Incidenc,45164,8,24.35568151625188,5,5.17
55007,Wisconsin,Bayfield County,4,High Incidenc,15042,9.1,26.592208482914504,5,4.37
55009,Wisconsin,Brown County,77,High Incidenc,263378,7.1,29.23554738816454,5,7.28
55011,Wisconsin,Buffalo County,4,High Incidenc,13125,7.8,30.47619047619047,5,7.33
55013,Wisconsin,Burnett County,6,High Incidenc,15392,8.8,38.981288981288984,5,5.21
55015,Wisconsin,Calumet County,6,High Incidenc,50159,4.4,11.961960964134054,5,7.42
55017,Wisconsin,Chippewa County,15,High Incidenc,64135,6.5,23.388165588212363,5,5.67
55019,Wisconsin,Clark County,8,High Incidenc,34709,17.3,23.048776974271803,5,5.99
55021,Wisconsin,Columbia County,20,High Incidenc,57358,6.1,34.868719271941146,5,7.73
55023,Wisconsin,Crawford County,5,High Incidenc,16291,7.2,30.691793014547912,5,8.06
55025,Wisconsin,Dane County,139,High Incidenc,542364,4.9,25.628544667418932,5,8.06
55027,Wisconsin,Dodge County,31,High Incidenc,87847,5.8,35.288626817079695,5,7.12
55029,Wisconsin,Door County,9,High Incidenc,27610,7.1,32.59688518652662,5,6.38
55031,Wisconsin,Douglas County,10,High Incidenc,43208,6.5,23.143862247731903,5,4.33
55033,Wisconsin,Dunn County,19,High Incidenc,45131,6,42.09966541844852,5,6.21
55035,Wisconsin,Eau Claire County,29,High Incidenc,104534,6.1,27.742170011670844,5,6.38
55037,Wisconsin,Florence County,2,High Incidenc,4321,8,46.28558204119417,5,4.51
55039,Wisconsin,Fond du Lac County,22,High Incidenc,103066,5.7,21.3455455727398,5,7.23
55041,Wisconsin,Forest County,1,High Incidenc,8991,10.5,11.122233344455568,5,4.06
55043,Wisconsin,Grant County,11,High Incidenc,51554,8.5,21.336850680839508,5,8.18
55045,Wisconsin,Green County,4,High Incidenc,36929,5.4,10.831595764846057,5,8.4
55047,Wisconsin,Green Lake County,1,High Incidenc,18918,9.7,5.28597103287874,5,7.44
55049,Wisconsin,Iowa County,5,High Incidenc,23771,5.3,21.03403306549998,5,7.94
55051,Wisconsin,Iron County,1,High Incidenc,5676,7.9,17.618040873854827,5,3.72
55053,Wisconsin,Jackson County,5,High Incidenc,20478,9.7,24.4164469186444,5,6.75
55055,Wisconsin,Jefferson County,13,High Incidenc,85129,6.5,15.270941747230673,5,8.21
55057,Wisconsin,Juneau County,9,High Incidenc,26617,8,33.812976669046094,5,7.03
55059,Wisconsin,Kenosha County,54,High Incidenc,169290,6.9,31.89792663476874,5,8.75
55061,Wisconsin,Kewaunee County,0,High Incidenc,20383,6.3,0,5,7.01
55063,Wisconsin,La Crosse County,34,High Incidenc,118230,4.7,28.757506555019877,5,7.56
55065,Wisconsin,Lafayette County,3,High Incidenc,16665,10.8,18.001800180018,5,8.13
55067,Wisconsin,Langlade County,4,High Incidenc,19268,7.3,20.759809009757113,5,4.73
55069,Wisconsin,Lincoln County,2,High Incidenc,27689,5.8,7.223084979594785,5,4.9
55071,Wisconsin,Manitowoc County,16,High Incidenc,79074,6.5,20.234210992235123,5,7.27
55073,Wisconsin,Marathon County,24,High Incidenc,135428,6.1,17.721593761998996,5,5.74
55075,Wisconsin,Marinette County,15,High Incidenc,40434,6.6,37.097492209526635,5,5.61
55077,Wisconsin,Marquette County,11,High Incidenc,15434,8.4,71.27121938577167,5,7.58
55078,Wisconsin,Menominee County,3,High Incidenc,4658,8.3,64.405324173465,5,5.98
55079,Wisconsin,Milwaukee County,669,High Incidenc,948201,8.2,70.5546608788643,5,8.5
55081,Wisconsin,Monroe County,10,High Incidenc,46051,8.5,21.715055047664546,5,6.54
55083,Wisconsin,Oconto County,11,High Incidenc,37830,6.9,29.07745175786413,5,6.13
55085,Wisconsin,Oneida County,8,High Incidenc,35470,6.3,22.554271215111363,5,4.04
55087,Wisconsin,Outagamie County,35,High Incidenc,187365,6.2,18.680116350438983,5,7.25
55089,Wisconsin,Ozaukee County,10,High Incidenc,89147,4,11.217427395201184,5,7.82
55091,Wisconsin,Pepin County,2,High Incidenc,7289,8,27.438606118809165,5,6.95
55093,Wisconsin,Pierce County,7,High Incidenc,42555,5.5,16.44930090471155,5,6.17
55095,Wisconsin,Polk County,16,High Incidenc,43598,7.4,36.69893114363044,5,5.56
55097,Wisconsin,Portage County,19,High Incidenc,70942,6,26.78244199486905,5,6.55
55099,Wisconsin,Price County,5,High Incidenc,13397,7.2,37.32178846010301,5,4.25
55101,Wisconsin,Racine County,83,High Incidenc,196584,6.5,42.22113702030684,5,8.48
55103,Wisconsin,Richland County,7,High Incidenc,17377,8.5,40.28313287679116,5,7.81
55105,Wisconsin,Rock County,46,High Incidenc,163129,7.1,28.198542257967624,5,8.42
55107,Wisconsin,Rusk County,5,High Incidenc,14147,8.7,35.3431823001343,5,4.94
55109,Wisconsin,St. Croix County,17,High Incidenc,89694,4.4,18.953330211608357,5,6.06
55111,Wisconsin,Sauk County,32,High Incidenc,64249,7.2,49.8062226649442,5,7.83
55113,Wisconsin,Sawyer County,4,High Incidenc,16489,10.5,24.258596640184365,5,4.4
55115,Wisconsin,Shawano County,9,High Incidenc,40796,7.8,22.060986371212863,5,6.47
55117,Wisconsin,Sheboygan County,22,High Incidenc,115456,5.9,19.054878048780488,5,7.42
55119,Wisconsin,Taylor County,6,High Incidenc,20412,7.5,29.394473838918284,5,4.94
55121,Wisconsin,Trempealeau County,10,High Incidenc,29442,8.4,33.96508389375722,5,7.3
55123,Wisconsin,Vernon County,8,High Incidenc,30785,10.4,25.9866818255644,5,7.24
55125,Wisconsin,Vilas County,7,High Incidenc,21938,9.6,31.908104658583284,5,3.62
55127,Wisconsin,Walworth County,12,High Incidenc,103718,8.2,11.569833587226904,5,8.36
55129,Wisconsin,Washburn County,6,High Incidenc,15878,7.5,37.78813452575891,5,4.69
55131,Wisconsin,Washington County,16,High Incidenc,135693,4.3,11.791323060143116,5,7.23
55133,Wisconsin,Waukesha County,64,High Incidenc,403072,3.8,15.878056525881233,5,8.05
55135,Wisconsin,Waupaca County,12,High Incidenc,51128,6.7,23.470505398216243,5,6.91
55137,Wisconsin,Waushara County,7,High Incidenc,24263,8.8,28.850513126983472,5,7.15
55139,Wisconsin,Winnebago County,46,High Incidenc,171020,5.5,26.897438896035553,5,7.54
55141,Wisconsin,Wood County,15,High Incidenc,73055,6.1,20.53247553213332,5,6.47
