"fips","stname","Ctyname","cases_2018","ststatus","pop_2018","pct_uninsured","incidence_2018","active_months_10c","mean_annual_temp_c","canopy_pct","coverage_wt"
36053,"New York","Madison County",57,"High Incidenc",70795,4.8,80.5141606045625,5,7.47,43.8918297116428,0.999999999421339
36055,"New York","Monroe County",45,"High Incidenc",742474,4.3,6.06081829128023,6,9.39,24.3317438658998,0.936346076205425
36057,"New York","Montgomery County",49,"High Incidenc",49455,5.3,99.0799716914366,5,8.3,39.5082509634176,0.999999999999736
36059,"New York","Nassau County",31,"High Incidenc",1358343,4.6,2.2821923475882,6,12.51,23.5759722304396,0.911578385016393
36061,"New York","New York County",264,"High Incidenc",1628701,6.1,16.2092366861689,6,13.12,4.50483330884151,0.999999999999696
36063,"New York","Niagara County",2,"High Incidenc",210433,4.4,0.950421274229802,5,9.41,15.2593140145547,0.634438493307957
36065,"New York","Oneida County",24,"High Incidenc",229577,5,10.4540088946192,5,7.41,41.8495761976187,0.874066197943276
36067,"New York","Onondaga County",71,"High Incidenc",461809,4.7,15.3743214185951,5,8.3,36.5562639067661,1.00000000000015
36069,"New York","Ontario County",34,"High Incidenc",109864,4.3,30.9473530910944,5,8.78,32.6186756556937,0.999999999999965
36071,"New York","Orange County",145,"High Incidenc",381951,5.4,37.9629847807703,6,10.21,55.2301630328496,0.999999999999899
36073,"New York","Orleans County",5,"High Incidenc",40612,5.3,12.3116320299419,5,8.99,22.2056531129952,0.962007756833483
36075,"New York","Oswego County",34,"High Incidenc",117898,5.3,28.8384875061494,5,8.17,54.0973068273929,0.979655636327843
36077,"New York","Otsego County",45,"High Incidenc",59749,5.5,75.3150680346115,5,7.14,57.4832092090421,1.00000000000139
36079,"New York","Putnam County",168,"High Incidenc",98892,4.2,169.882295837884,6,10.47,66.0645100233694,0.999999999999996
36081,"New York","Queens County",85,"High Incidenc",2278906,10.1,3.72985985380705,6,12.88,3.9179784991534,0.510359240484165
36083,"New York","Rensselaer County",107,"High Incidenc",159442,4.2,67.1090427867187,5,8.9,56.8713142813176,1.00000000000008
36085,"New York","Richmond County",88,"High Incidenc",476179,5.3,18.4804453787336,6,13.06,14.7132785944027,1.00000000000007
36087,"New York","Rockland County",48,"High Incidenc",325695,5.3,14.7377147331092,6,11.35,52.8780861948202,0.9999999999945
36089,"New York","St. Lawrence County",33,"High Incidenc",108047,5.5,30.5422640147343,5,6.63,0,0
36091,"New York","Saratoga County",77,"High Incidenc",230163,4.1,33.4545517741774,5,8.29,61.4057828487671,0.999999999999909
36093,"New York","Schenectady County",19,"High Incidenc",155350,4.8,12.2304473768909,5,8.72,50.0870950540279,1.00000000000005
36095,"New York","Schoharie County",73,"High Incidenc",31097,5.2,234.749332733061,5,7.45,60.1875850967828,0.999999999998445
36097,"New York","Schuyler County",24,"High Incidenc",17912,5.1,133.988387673068,5,8.38,48.016582665251,1.00000000000002
36099,"New York","Seneca County",12,"High Incidenc",34300,5.6,34.9854227405248,5,8.81,20.5578338161596,0.999999999999984
36101,"New York","Steuben County",74,"High Incidenc",95796,5.2,77.2474842373377,5,8.15,48.8816303192707,0.999999999999963
36103,"New York","Suffolk County",193,"High Incidenc",1481093,4.9,13.0309170322188,6,11.74,38.6541379200133,1
36105,"New York","Sullivan County",14,"High Incidenc",75498,6.2,18.5435375771544,5,8.36,70.5774827584388,0.999999999999974
36107,"New York","Tioga County",19,"High Incidenc",48560,4.6,39.1268533772652,5,8.33,52.4476576937498,0.999999999999992
36109,"New York","Tompkins County",58,"High Incidenc",102793,4.8,56.4240755693481,5,8.03,45.6246525641605,0.999999999999978
36111,"New York","Ulster County",116,"High Incidenc",178599,6,64.9499717243658,5,8.88,69.2125847140647,0.999999999999961
36113,"New York","Warren County",11,"High Incidenc",64265,4.9,17.1166264685288,5,6.73,59.121847255772,0.755887290206693
36115,"New York","Washington County",17,"High Incidenc",61197,5.4,27.7791395003023,5,8.19,23.8895451719466,0.511034014334742
36117,"New York","Wayne County",15,"High Incidenc",90064,4.8,16.6548232368094,5,8.73,35.8790197461032,0.973979102184514
36119,"New York","Westchester County",113,"High Incidenc",967612,5.8,11.6782346643076,6,11.57,54.6754803596151,1.00000000000114
36121,"New York","Wyoming County",1,"High Incidenc",40085,4.6,2.49469876512411,5,8.03,25.5405866211552,0.803335317358749
36123,"New York","Yates County",32,"High Incidenc",24841,8.4,128.819290688781,5,8.67,36.192620388106,1.00000000000002
42001,"Pennsylvania","Adams County",137,"High Incidenc",102811,7.1,133.25422376983,6,11.64,32.0603499744499,1
42003,"Pennsylvania","Allegheny County",404,"High Incidenc",1218452,5,33.1568252175711,6,11.09,39.0362292358772,0.999999999999999
42005,"Pennsylvania","Armstrong County",216,"High Incidenc",65263,6.5,330.968542665829,6,10.1,50.1971162252972,1
42007,"Pennsylvania","Beaver County",254,"High Incidenc",164742,5.1,154.180476138447,6,10.45,48.2650251819504,1.00000000000004
42009,"Pennsylvania","Bedford County",133,"High Incidenc",48176,7.4,276.071072733311,6,10.68,56.030035646824,0.990784234664357
42011,"Pennsylvania","Berks County",279,"High Incidenc",420152,7.5,66.4045393095832,6,11.54,32.954771112083,1.00000000000077
42013,"Pennsylvania","Blair County",118,"High Incidenc",122492,6.3,96.332821735297,6,9.93,55.0343386130799,1.00000000000004
42015,"Pennsylvania","Bradford County",161,"High Incidenc",60833,6.7,264.658984432791,5,8.62,49.2810106176219,0.999999999999373
42017,"Pennsylvania","Bucks County",398,"High Incidenc",628195,5.2,63.356123496685,6,12,32.9512393538935,1.00000000000001
42019,"Pennsylvania","Butler County",624,"High Incidenc",187888,4.6,332.112748020097,6,9.84,46.5582879698759,0.999999999999982
42021,"Pennsylvania","Cambria County",137,"High Incidenc",131730,5.4,104.000607302816,6,9,53.5745439043163,0.999999999999999
42023,"Pennsylvania","Cameron County",15,"High Incidenc",4492,5.9,333.926981300089,5,8.33,76.4918988230991,0.999999999999961
42025,"Pennsylvania","Carbon County",55,"High Incidenc",64227,6.2,85.6337677300824,6,9.21,61.7470168839344,1.00000000000002
42027,"Pennsylvania","Centre County",195,"High Incidenc",162805,6.8,119.775191179632,6,9.25,57.2571104477865,1.00000000000042
42029,"Pennsylvania","Chester County",678,"High Incidenc",522046,5.9,129.873612670148,6,12.1,30.2612688286293,1.00000000000008
42031,"Pennsylvania","Clarion County",187,"High Incidenc",38779,8,482.219758116506,6,9.37,50.7231355212228,0.999999999999976
42033,"Pennsylvania","Clearfield County",221,"High Incidenc",79388,6.4,278.379603970373,6,8.87,60.1858639706398,0.999999999999979
42035,"Pennsylvania","Clinton County",20,"High Incidenc",38684,7.4,51.7009616378865,6,9,69.5393286321856,0.999999999999979
42037,"Pennsylvania","Columbia County",41,"High Incidenc",65456,6.2,62.6374969445123,6,9.71,45.9353067347703,0.999999999999954
42039,"Pennsylvania","Crawford County",126,"High Incidenc",85063,8.2,148.125506977182,6,9.18,46.0800110442773,0.999999999999976
42041,"Pennsylvania","Cumberland County",177,"High Incidenc",251423,6,70.3992872569335,6,11.74,33.5713740646926,0.999999999999944
42043,"Pennsylvania","Dauphin County",189,"High Incidenc",277097,6.8,68.2071621129063,6,11.4,45.03556068348,1.00000000000003
42045,"Pennsylvania","Delaware County",156,"High Incidenc",564751,6.1,27.62279305393,6,13.08,29.2263214921966,1.00000000000002
42047,"Pennsylvania","Elk County",67,"High Incidenc",30169,5.1,222.082269879678,5,8.64,69.6117451851213,0.999999999999978
42049,"Pennsylvania","Erie County",111,"High Incidenc",272061,6,40.7996736026112,6,9.31,35.4876544954979,0.85379029035328
42051,"Pennsylvania","Fayette County",103,"High Incidenc",130441,6.2,78.9629027683014,6,10.62,54.7023298019655,0.999999999999991
42053,"Pennsylvania","Forest County",16,"High Incidenc",7279,7.1,219.81041351834,6,8.87,73.6676544196002,1.00000000000002
42055,"Pennsylvania","Franklin County",48,"High Incidenc",154835,8.9,31.0007427261278,6,11.43,35.8650321002636,0.999999999995599
42057,"Pennsylvania","Fulton County",25,"High Incidenc",14523,7,172.140742270881,6,11.17,56.6051524008364,0.963722258567276
42059,"Pennsylvania","Greene County",31,"High Incidenc",36506,6.5,84.9175478003616,6,11.22,55.2748842841108,0.999999999999958
42061,"Pennsylvania","Huntingdon County",67,"High Incidenc",45168,6.6,148.33510449876,6,10.69,63.1530046413037,1
42063,"Pennsylvania","Indiana County",201,"High Incidenc",84501,8.1,237.867007491036,6,9.81,51.0333153851409,0.999999999999984
42065,"Pennsylvania","Jefferson County",212,"High Incidenc",43641,7,485.781719025687,6,8.97,56.2537061769074,1.00000000000119
42067,"Pennsylvania","Juniata County",18,"High Incidenc",24704,8.5,72.8626943005181,6,10.96,53.664474101967,0.999999999999942
42069,"Pennsylvania","Lackawanna County",125,"High Incidenc",210793,6.6,59.2998818746353,5,8.63,56.8121072065141,1.00000000000006
42071,"Pennsylvania","Lancaster County",309,"High Incidenc",543557,12.1,56.8477638959668,6,11.81,20.8592860809837,0.999999999999967
42073,"Pennsylvania","Lawrence County",112,"High Incidenc",86184,6.1,129.954515919428,6,9.92,38.1657461786411,1.00000000000001
42075,"Pennsylvania","Lebanon County",92,"High Incidenc",141314,8.3,65.1032452552472,6,11.37,27.9474116916202,1.00000000000004
42077,"Pennsylvania","Lehigh County",209,"High Incidenc",368100,7.7,56.7780494430861,6,11.45,25.9760556364617,1.00000000000006
42079,"Pennsylvania","Luzerne County",181,"High Incidenc",317646,6.5,56.9816714203862,6,8.92,59.0873307346709,0.999999999999977
42081,"Pennsylvania","Lycoming County",88,"High Incidenc",113664,6.7,77.4211711711712,6,9.18,62.3041600484579,0.999999999999987
42083,"Pennsylvania","McKean County",83,"High Incidenc",40968,6.3,202.597148994337,5,8.16,69.8732085247131,1.00000000000002
42085,"Pennsylvania","Mercer County",75,"High Incidenc",110683,6.9,67.7610834545504,6,9.55,39.3672250697722,1.00000000000002
42087,"Pennsylvania","Mifflin County",59,"High Incidenc",46222,8.8,127.644844446368,6,10.46,55.76365869612,0.999999999999955
42089,"Pennsylvania","Monroe County",105,"High Incidenc",169507,7.6,61.9443444813489,6,8.96,62.3354862833783,1
42091,"Pennsylvania","Montgomery County",463,"High Incidenc",828604,4.6,55.8771137962163,6,12.33,26.8204814798474,1.00000000000001
42093,"Pennsylvania","Montour County",10,"High Incidenc",18240,5,54.8245614035088,6,10.27,30.9966259668741,1.00000000000009
42095,"Pennsylvania","Northampton County",88,"High Incidenc",304807,6,28.8707280344611,6,10.97,28.5042248022137,0.999999999999964
42097,"Pennsylvania","Northumberland County",60,"High Incidenc",91083,6.9,65.8739830703864,6,10.39,39.8880036143066,1.00000000000005
42099,"Pennsylvania","Perry County",110,"High Incidenc",46139,8.5,238.410021890375,6,11.3,55.3441313182979,0.999999999999134
42101,"Pennsylvania","Philadelphia County",190,"High Incidenc",1584138,8.7,11.9939045714452,7,13.46,13.4042237701718,0.999999999999878
42103,"Pennsylvania","Pike County",59,"High Incidenc",55933,7,105.483346146282,5,8.75,75.0220818077918,1.00000000000008
42105,"Pennsylvania","Potter County",49,"High Incidenc",16622,7.2,294.790037299964,5,7.69,65.588966517838,1.00000000000002
42107,"Pennsylvania","Schuylkill County",140,"High Incidenc",142067,6.5,98.5450526864085,6,10,56.6900949360654,0.999999999999986
42109,"Pennsylvania","Snyder County",35,"High Incidenc",40540,9.2,86.3344844597928,6,10.53,43.9267469308748,1.00000000000001
42111,"Pennsylvania","Somerset County",58,"High Incidenc",73952,8.1,78.4292514063176,6,9.31,51.3156804124842,1.00000000000093
42113,"Pennsylvania","Sullivan County",12,"High Incidenc",6071,8.5,197.661011365508,5,7.82,71.0189282411086,0.999999999999963
42115,"Pennsylvania","Susquehanna County",74,"High Incidenc",40589,7.6,182.315405651778,5,8.29,57.5127144619789,1
42117,"Pennsylvania","Tioga County",61,"High Incidenc",40763,7,149.645511861247,5,8.04,56.0573207853929,1.00000000000007
42119,"Pennsylvania","Union County",48,"High Incidenc",44785,7.8,107.178742882662,6,10.09,50.7225852435252,0.999999999999898
42121,"Pennsylvania","Venango County",153,"High Incidenc",51266,7,298.443412788203,6,9.35,61.0736570807716,1.00000000000001
42123,"Pennsylvania","Warren County",53,"High Incidenc",39498,5.9,134.184009316927,5,8.61,68.1363897132997,1
42125,"Pennsylvania","Washington County",207,"High Incidenc",207346,4.7,99.8331291657423,6,10.99,42.1112191550903,1.00000000000216
42127,"Pennsylvania","Wayne County",86,"High Incidenc",51276,7.5,167.71979093533,5,8.2,62.7766112139785,0.999999999999977
42129,"Pennsylvania","Westmoreland County",496,"High Incidenc",350611,4.8,141.467324185493,6,10.63,48.238308259956,1.00000000000143
42131,"Pennsylvania","Wyoming County",50,"High Incidenc",27046,6,184.870221104784,6,8.93,60.7913147493659,0.999999999999988
42133,"Pennsylvania","York County",448,"High Incidenc",448273,6.5,99.9390996111744,6,11.76,29.107599004403,1.00000000000004
44001,"Rhode Island","Bristol County",86,"High Incidenc",48649,3,176.776501058603,6,11.39,38.8311367119045,1.00000000000006
44003,"Rhode Island","Kent County",161,"High Incidenc",163861,3.4,98.2540079701698,6,10.85,47.2523239429112,0.845471585188214
44005,"Rhode Island","Newport County",143,"High Incidenc",82542,3.6,173.245135809648,6,11.24,40.5184664500861,0.995907261086407
44007,"Rhode Island","Providence County",441,"High Incidenc",636084,5.7,69.3304657875375,6,10.55,58.7790517906362,0.999999999999761
44009,"Rhode Island","Washington County",280,"High Incidenc",126179,3.2,221.90697342664,6,11.12,8.79137934436923,0.164156934842409
50001,"Vermont","Addison County",31,"High Incidenc",36973,4.7,83.8449679495848,5,6.84,7.86331475606803,0.0988867674188179
50003,"Vermont","Bennington County",79,"High Incidenc",35631,5.5,221.717044146951,5,6.73,66.9388635515999,0.922459474398516
50005,"Vermont","Caledonia County",10,"High Incidenc",30302,5.2,33.0011220381493,5,5.24,52.9126985061755,0.840103362872856
50007,"Vermont","Chittenden County",95,"High Incidenc",164572,4.3,57.7254940087014,5,7.21,0,0
50009,"Vermont","Essex County",1,"High Incidenc",6250,6,16,5,4.9,58.3642751923033,0.84776776645671
50011,"Vermont","Franklin County",22,"High Incidenc",49421,4.6,44.5154893668683,5,6.69,0,0
50013,"Vermont","Grand Isle County",11,"High Incidenc",7090,4.8,155.148095909732,5,7.59,0,0
50015,"Vermont","Lamoille County",6,"High Incidenc",25300,5.4,23.7154150197628,5,5.42,0,0
50017,"Vermont","Orange County",16,"High Incidenc",28999,5.1,55.1743163557364,5,6.19,61.3774232468259,0.897706228236955
50019,"Vermont","Orleans County",1,"High Incidenc",26907,5.7,3.71650499869922,5,5.25,0.71363449979088,0.0113279012220919
50021,"Vermont","Rutland County",110,"High Incidenc",58672,5,187.4829560949,5,6.56,10.5074410956604,0.134388524529766
50023,"Vermont","Washington County",36,"High Incidenc",58140,4.4,61.9195046439629,5,5.57,3.00763713896424,0.0421852912360475
50025,"Vermont","Windham County",78,"High Incidenc",42756,5.1,182.430536065114,5,7.2,74.6320305998194,0.99999999999764
50027,"Vermont","Windsor County",79,"High Incidenc",55286,5.4,142.893318380784,5,6.69,71.4663402814316,0.998576497984691
51001,"Virginia","Accomack County",1,"High Incidenc",32412,17,3.0852770578798,7,15.05,29.3994162538959,0.999999999999967
51003,"Virginia","Albemarle County",22,"High Incidenc",108718,9.7,20.2358395113965,7,13.63,66.7450774774929,0.999999999999993
51005,"Virginia","Alleghany County",5,"High Incidenc",14910,10.4,33.5345405767941,6,11.93,80.2950956540292,0.999999999999948
51007,"Virginia","Amelia County",2,"High Incidenc",13013,13.6,15.3692461384769,7,14.66,59.5148710302008,0.999999999999995
51009,"Virginia","Amherst County",2,"High Incidenc",31666,12.1,6.31592244047243,7,13.31,74.6320444376082,0.999999999999996
51011,"Virginia","Appomattox County",0,"High Incidenc",15841,11.8,0,7,13.88,62.0292958690293,0.999999999999971
51013,"Virginia","Arlington County",10,"High Incidenc",237521,6.7,4.21015404953667,7,13.96,21.4315000163869,0.999999999999813
51015,"Virginia","Augusta County",39,"High Incidenc",75457,10.4,51.6850656665386,6,11.9,52.2548396313357,0.999999999999968
51017,"Virginia","Bath County",2,"High Incidenc",4292,12.6,46.5983224603914,6,11.59,78.7619561624074,1.0000000000051
51019,"Virginia","Bedford County",5,"High Incidenc",78747,10.3,6.34944823294856,7,13.71,57.8619571938735,0.999999999999994
51021,"Virginia","Bland County",1,"High Incidenc",6293,9.2,15.890672175433,6,11.2,72.4627952687089,1.00000000000267
51023,"Virginia","Botetourt County",3,"High Incidenc",33277,8.1,9.01523574841482,7,12.89,68.0441670622894,0.999999999999965
51025,"Virginia","Brunswick County",0,"High Incidenc",16384,12.7,0,7,15.36,65.5168495462137,0.999999999999984
51027,"Virginia","Buchanan County",0,"High Incidenc",21221,12.9,0,7,12.91,78.1424324577615,0.999999999998926
51029,"Virginia","Buckingham County",1,"High Incidenc",16999,14,5.88269898229308,7,14.07,67.1442744444213,1.00000000000005
51031,"Virginia","Campbell County",2,"High Incidenc",54973,11.7,3.63814963709457,7,13.98,57.1401047913253,1.00000000000004
51033,"Virginia","Caroline County",4,"High Incidenc",30772,11.3,12.9988301052905,7,14.23,60.5937783621021,1.00000000000007
51035,"Virginia","Carroll County",44,"High Incidenc",29636,13.1,148.468079362937,6,12,57.3260455360437,1.00000000000006
51036,"Virginia","Charles City County",1,"High Incidenc",6941,15.2,14.4071459443884,7,15.55,61.9168408801987,0.999999999999986
51037,"Virginia","Charlotte County",1,"High Incidenc",11938,14.8,8.37661249790585,7,14.32,63.7138960826331,1.00000000000246
51041,"Virginia","Chesterfield County",6,"High Incidenc",348556,9.8,1.72138766797875,7,14.85,56.9314523142007,1.00000000000007
51043,"Virginia","Clarke County",11,"High Incidenc",14523,10.6,75.7419265991875,7,12.65,40.4231728356316,0.99999999999999
51045,"Virginia","Craig County",1,"High Incidenc",5064,8.9,19.7472353870458,6,11.76,76.5305181519848,0.999999999999953
51047,"Virginia","Culpeper County",23,"High Incidenc",51859,12.5,44.3510287510365,7,13.6,43.4109662464034,1.00000000000428
51049,"Virginia","Cumberland County",0,"High Incidenc",9809,12.4,0,7,14.32,59.9744641339195,0.999999999999939
51051,"Virginia","Dickenson County",0,"High Incidenc",14523,11.6,0,6,12.68,76.1740722396447,1.00000000000003
51053,"Virginia","Dinwiddie County",0,"High Incidenc",28529,11.2,0,7,15.16,61.7923317798489,1.00000000000221
51057,"Virginia","Essex County",0,"High Incidenc",10919,12,0,7,14.77,54.8942204802602,1
51059,"Virginia","Fairfax County",118,"High Incidenc",1150795,8.8,10.2537810817739,7,13.73,40.1044798699692,0.999999999999898
51061,"Virginia","Fauquier County",38,"High Incidenc",70675,10.1,53.767244428723,7,13.14,45.2861642465086,1.00000000001044
51063,"Virginia","Floyd County",34,"High Incidenc",15795,13.7,215.257993035771,6,11.39,59.0917812539174,1.00000000000008
51065,"Virginia","Fluvanna County",1,"High Incidenc",26783,10.7,3.73371168278386,7,13.99,63.1074709476523,1.00000000000002
51067,"Virginia","Franklin County",3,"High Incidenc",56195,11.8,5.33855325206869,7,13.8,58.1245136865514,0.999999999999972
51069,"Virginia","Frederick County",38,"High Incidenc",88355,10.5,43.0083187142776,6,12.22,51.1050871972053,1.00000000000002
51071,"Virginia","Giles County",16,"High Incidenc",16844,9.9,94.9893137022085,6,11.56,70.223657330714,1.00000000000007
51073,"Virginia","Gloucester County",0,"High Incidenc",37349,10.3,0,7,15.53,58.7814071083838,1.00000000000009
51075,"Virginia","Goochland County",0,"High Incidenc",23244,7.5,0,7,14.12,59.0299298851058,1.00000000000001
51077,"Virginia","Grayson County",23,"High Incidenc",15631,12.9,147.143496897191,6,10.99,59.0716292063789,0.999999999996285
51079,"Virginia","Greene County",9,"High Incidenc",19779,12.5,45.5028060063704,7,13.05,63.0428383670355,1.00000000000102
51081,"Virginia","Greensville County",0,"High Incidenc",11627,10.7,0,8,15.68,60.0523261105262,0.999999999994672
51083,"Virginia","Halifax County",0,"High Incidenc",34120,11.3,0,7,14.62,61.9440777906745,0.999999999999947
51085,"Virginia","Hanover County",0,"High Incidenc",107239,7.3,0,7,14.39,53.7816878129592,1.00000000000004
51087,"Virginia","Henrico County",7,"High Incidenc",329261,10,2.12597301229116,7,14.85,44.3443372667585,0.999999999999987
51089,"Virginia","Henry County",4,"High Incidenc",50953,14.1,7.8503719113693,7,14.34,66.7006306668827,1.00000000000005
51091,"Virginia","Highland County",0,"High Incidenc",2210,17.2,0,6,10.08,65.4179474652577,1.00000000000005
51093,"Virginia","Isle of Wight County",0,"High Incidenc",36953,9,0,7,15.92,43.1430799904083,1.00000000000006
51095,"Virginia","James City County",1,"High Incidenc",76397,7.9,1.3089519221959,7,15.68,54.3625889270002,1.00000000000006
51097,"Virginia","King and Queen County",0,"High Incidenc",7042,14.2,0,7,14.91,60.6380162808134,1.00000000000007
51099,"Virginia","King George County",2,"High Incidenc",26575,7.4,7.52587017873942,7,14.48,61.2987183243237,1.00000000000005
51101,"Virginia","King William County",0,"High Incidenc",16939,9.7,0,7,14.83,56.9259260880296,0.999999999999998
51103,"Virginia","Lancaster County",0,"High Incidenc",10783,13,0,7,15.01,56.3095330646204,1.00000000002848
51105,"Virginia","Lee County",0,"High Incidenc",23541,12.3,0,7,13.07,60.9650266871223,0.999999999999995
51107,"Virginia","Loudoun County",136,"High Incidenc",406850,6.9,33.4275531522674,7,13.02,32.0162244242822,0.999999999999965
51109,"Virginia","Louisa County",7,"High Incidenc",36778,12.9,19.0331176246669,7,13.84,59.0326518333773,0.999999999999995
51111,"Virginia","Lunenburg County",1,"High Incidenc",12086,15.6,8.27403607479729,7,14.73,60.4595089988937,1.00000000000002
51113,"Virginia","Madison County",4,"High Incidenc",13295,12.3,30.0864986837157,7,12.92,60.122095661591,1.00000000000001
51115,"Virginia","Mathews County",0,"High Incidenc",8802,9.6,0,7,15.5,56.135862571134,0.999999999999989
51117,"Virginia","Mecklenburg County",3,"High Incidenc",30650,11.5,9.78792822185971,7,15.02,61.1687569525204,1.00000000000002
51119,"Virginia","Middlesex County",0,"High Incidenc",10769,11.1,0,7,15.17,55.2505795374141,0.999999999999999
51121,"Virginia","Montgomery County",53,"High Incidenc",98985,10.4,53.5434661817447,6,12.21,57.9203047007087,0.999999999999971
51125,"Virginia","Nelson County",8,"High Incidenc",14836,13.1,53.9228902669183,7,13.04,76.4963309581553,1.00000000000002
51127,"Virginia","New Kent County",1,"High Incidenc",22391,9,4.46608012147738,7,15.15,64.9434952337366,1.00000000000002
51131,"Virginia","Northampton County",1,"High Incidenc",11735,14.6,8.52151682999574,7,15.5,17.6618020597037,0.999999999999965
51133,"Virginia","Northumberland County",0,"High Incidenc",12147,12.5,0,7,14.81,50.178572717388,0.999999999996862
51135,"Virginia","Nottoway County",0,"High Incidenc",15420,14.4,0,7,14.79,58.4988286116014,0.99999999999995
51137,"Virginia","Orange County",5,"High Incidenc",36644,11.2,13.6447986027726,7,13.69,51.1645499190161,1.00000000000006
51139,"Virginia","Page County",10,"High Incidenc",23933,12.7,41.7833117452889,6,12.11,62.2002637719231,1.0000000000159
51141,"Virginia","Patrick County",3,"High Incidenc",17673,13.4,16.9750466813784,7,13.3,72.0807464528309,0.999999999999988
51143,"Virginia","Pittsylvania County",0,"High Incidenc",60949,12.4,0,7,14.33,52.567755854149,0.969110221507242
51145,"Virginia","Powhatan County",1,"High Incidenc",29189,9.6,3.42594813114529,7,14.35,62.9811387421927,1.00000000000003
51147,"Virginia","Prince Edward County",2,"High Incidenc",22950,12.7,8.71459694989107,7,14.38,61.1997174548371,1.00000000000006
51149,"Virginia","Prince George County",2,"High Incidenc",38082,8.7,5.25182500919069,7,15.54,60.6184568643045,0.999999999999968
51153,"Virginia","Prince William County",39,"High Incidenc",468011,11.7,8.33313746899111,7,13.76,48.3137771560781,1.00000000001518
51155,"Virginia","Pulaski County",22,"High Incidenc",34066,9.6,64.5805201667352,6,12.22,54.5149320649713,1.00000000000001
51157,"Virginia","Rappahannock County",4,"High Incidenc",7252,13.3,55.1571980143409,7,12.62,66.5475133132754,1.00000000000981
51159,"Virginia","Richmond County",0,"High Incidenc",9038,12.7,0,7,14.83,52.8495624822701,0.99999999999998
51161,"Virginia","Roanoke County",23,"High Incidenc",94073,8.3,24.4490980408831,7,13.01,65.7824184446582,0.999999999999995
51163,"Virginia","Rockbridge County",14,"High Incidenc",22752,11.5,61.5330520393812,7,12.66,64.6586635047163,1.00000000000001
51165,"Virginia","Rockingham County",27,"High Incidenc",81244,12.3,33.2332233764955,6,12.02,52.9162947851857,1.00000000000473
51167,"Virginia","Russell County",0,"High Incidenc",26748,10.7,0,6,12.66,57.6825762739495,0.999999999999972
51169,"Virginia","Scott County",0,"High Incidenc",21534,10.7,0,7,13.44,65.5565624760629,1.00000000000091
51171,"Virginia","Shenandoah County",12,"High Incidenc",43497,12,27.5881095247948,6,12.22,55.1756458592137,0.999999999993327
51173,"Virginia","Smyth County",5,"High Incidenc",30472,11.3,16.4085061695983,6,11.75,63.3883449819164,0.999999999993173
51175,"Virginia","Southampton County",0,"High Incidenc",17586,10.6,0,7,15.68,52.0221883923793,1.0000000000008
51177,"Virginia","Spotsylvania County",4,"High Incidenc",134238,10.2,2.97978217792279,7,13.65,61.2752344000367,1.00000000000003
51179,"Virginia","Stafford County",12,"High Incidenc",149960,7.8,8.00213390237397,7,13.81,59.1675005248553,1.00000000000006
51181,"Virginia","Surry County",1,"High Incidenc",6474,10.1,15.4464009885697,7,15.8,56.4091804839677,1.00000000000002
51183,"Virginia","Sussex County",0,"High Incidenc",11237,13.4,0,7,15.62,62.3273769353373,1
51185,"Virginia","Tazewell County",3,"High Incidenc",40855,11.6,7.34304246726227,6,11.36,63.6903628408958,1.00000000000878
51187,"Virginia","Warren County",23,"High Incidenc",40003,11.9,57.4956878234132,6,12.41,62.129842255728,0.999999999999965
51191,"Virginia","Washington County",0,"High Incidenc",54402,11.5,0,6,13.06,56.2930162780487,0.999999999999897
51193,"Virginia","Westmoreland County",0,"High Incidenc",17830,12.5,0,7,14.75,51.4645814700897,1.00000000000009
51195,"Virginia","Wise County",0,"High Incidenc",38012,11.9,0,6,11.98,67.4493817068448,1.00000000000002
51197,"Virginia","Wythe County",29,"High Incidenc",28754,11.5,100.855533143215,6,11.81,51.515766259158,1.00000000002271
51199,"Virginia","York County",0,"High Incidenc",67846,7.4,0,7,15.92,47.6806449775696,0.999999999999866
51510,"Virginia","Alexandria city",16,"High Incidenc",160530,11.4,9.96698436429328,7,14.28,24.8111972297456,0.99999999999937
51515,"Virginia","Bedford city",0,"High Incidenc",NA,NA,NA,NA,NA,NA,NA
51520,"Virginia","Bristol city",0,"High Incidenc",16482,10.4,0,7,13.86,34.6846669609519,0.999999999977561
51530,"Virginia","Buena Vista city",1,"High Incidenc",6237,9.8,16.0333493666827,7,13.38,64.7206009476843,0.999999999999986
51540,"Virginia","Charlottesville city",14,"High Incidenc",48117,10.4,29.0957457863125,7,13.91,60.318966690039,1.00000000000012
51550,"Virginia","Chesapeake city",6,"High Incidenc",242634,8,2.47286035757561,9,16.22,47.2185862330791,0.999999999999986
51570,"Virginia","Colonial Heights city",0,"High Incidenc",17833,10,0,7,15.24,48.1068307812905,1.00000000000014
51580,"Virginia","Covington city",1,"High Incidenc",5460,10.5,18.3150183150183,7,12.75,76.9289067022258,0.999999999999852
51590,"Virginia","Danville city",0,"High Incidenc",40693,11.2,0,7,14.74,47.2010543155372,0.952342093990516
51595,"Virginia","Emporia city",1,"High Incidenc",5121,10.1,19.5274360476469,8,15.72,57.1595285325378,1
51600,"Virginia","Fairfax city",0,"High Incidenc",24574,9.4,0,7,13.52,35.9786434447943,0.999999999999957
51610,"Virginia","Falls Church city",1,"High Incidenc",14772,4,6.76956404007582,7,13.56,23.516226428899,1.00000000000181
