"HUC_12","PFOR90","PFOR"
"          NA",71.9767838,58.3827171
"          NA",88.9043427,86.7717514
"          NA",94.1092529,61.3887787
"          NA",93.5907898,65.8496094
"          NA",93.1586151,55.8535042
"          NA",94.1816559,60.4348297
"          NA",91.3770065,59.7587738
"          NA",94.5187607,70.3376617
"          NA",92.0445251,68.5920792
"          NA",92.59758,76.9020615
"          NA",90.2312088,64.1508713
"          NA",95.6710663,71.526207
"          NA",93.3811798,71.0591278
"          NA",89.9647217,67.0845108
"          NA",95.7444611,73.6299591
"          NA",95.4943542,68.7659607
"          NA",93.8430176,67.2026062
"          NA",95.2645035,70.5661774
"          NA",94.0532913,67.6857529
"          NA",89.5104446,64.6703033
"          NA",94.1062546,63.3359032
"          NA",95.3678055,59.4566193
"          NA",80.917244,57.4365234
"          NA",81.5775986,37.1516228
"          NA",83.024231,64.3731766
"          NA",92.2118912,71.4210052
"          NA",84.0709991,65.6392593
"          NA",93.1303101,63.0083504
"          NA",90.8804245,64.482193
"          NA",84.0588837,75.7360916
"          NA",91.8528748,68.9004669
"          NA",87.4473724,69.2127762
"          NA",94.3660202,71.402626
"          NA",85.4574661,77.0496216
"          NA",91.8571548,80.5605469
"          NA",90.0018234,81.5572281
"          NA",91.2251053,79.8018112
"          NA",88.9713364,84.2714844
"          NA",90.2900314,79.2197342
"          NA",90.4923553,83.6918716
"          NA",81.6396408,77.258255
"          NA",92.7192154,81.6320496
"          NA",90.2198715,84.9751053
"          NA",88.2296677,80.7298279
"          NA",85.1538467,75.0665665
"          NA",82.7684021,61.4140282
"          NA",78.3312378,69.6263885
"          NA",84.8011322,54.4561844
"          NA",79.3493729,55.8535004
"          NA",92.2657242,86.2342606
"          NA",88.3234711,82.8093567
"          NA",91.5700302,82.3818054
"          NA",89.7928925,81.8391342
"          NA",90.2586365,79.6689682
"          NA",92.0843658,83.5969696
"          NA",91.6379166,86.3216095
"          NA",91.0403366,76.4232864
"          NA",90.3317108,82.8740921
"          NA",91.8164673,79.2167587
"          NA",87.6614685,80.0440216
"          NA",87.4671631,76.7255325
"          NA",96.2361679,90.9261475
"          NA",94.3623505,88.5198822
"          NA",95.2474747,88.281105
"          NA",94.4801102,86.6790237
"          NA",93.4102402,80.1890869
"          NA",95.4062576,90.9858627
"          NA",93.7288589,88.5433884
"          NA",91.6510086,83.2172318
"          NA",91.2564011,79.4344101
"          NA",87.4771805,73.3142548
"          NA",92.2458801,74.4051285
"          NA",91.7698593,75.8443222
"          NA",94.6780548,76.314827
